text,labels
"Switzerland is a peaceful , prosperous , and modern market economy with low unemployment , a highly skilled labor force , and a per capita GDP among the highest in the world .",B-gpe O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Switzerland 's economy benefits from a highly developed service sector , led by financial services , and a manufacturing industry that specializes in high-technology , knowledge-based production .",B-gpe O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The Swiss have brought their economic practices largely into conformity with the EU 's , in order to enhance their international competitiveness , but some trade protectionism remains , particularly for its small agricultural sector .",O B-gpe O O O O O O O O O O B-org O O O O O O O O O O O O O O O O O O O O O O O
"The U.S. Geological Survey says the quake had a 6.9 magnitude and was centered about 245 kilometers north of Qamdo prefecture , which borders China 's Sichuan province .",O B-org I-org I-org O O O O O O O O O O O O O O O B-geo O O O O B-geo O O O O
The global financial crisis and resulting economic downturn put Switzerland in a recession in 2009 as global export demand stalled .,O O O O O O O O O B-geo O O O O B-tim O O O O O O
The Swiss National Bank during this period effectively implemented a zero-interest rate policy in a bid to boost the economy and prevent appreciation of the franc .,O B-org I-org I-org O O B-tim I-tim O O O O O O O O O O O O O O O O O O O
"Switzerland 's economy grew by 2.7 % in 2010 , when Bern implemented a third fiscal stimulus program , but its prized banking sector has recently faced significant challenges .",B-gpe O O O O O O O B-tim O O B-per O O O O O O O O O O O O O O O O O O
"The country 's largest banks suffered sizable losses in 2008 - 9 , leading its largest bank to accept a government rescue deal in late 2008 .",O O O O O O O O O B-tim I-tim I-tim O O O O O O O O O O O O O B-tim O
"Switzerland has also come under increasing pressure from individual neighboring countries , the EU , the US , and international institutions to reform its banking secrecy laws .",B-geo O O O O O O O O O O O O B-org O O B-org O O O O O O O O O O O
"Consequently , the government agreed to conform to OECD regulations on administrative assistance in tax matters , including tax evasion .",O O O O O O O O B-geo O O O O O O O O O O O O
"The government has renegotiated its double taxation agreements with numerous countries , including the US , to incorporate the OECD standard , and it is working with Germany and the UK to resolve outstanding issues , particularly the possibility of imposing taxes on bank deposits held by foreigners .",O O O O O O O O O O O O O O B-org O O O O B-geo O O O O O O O B-geo O O B-org O O O O O O O O O O O O O O O O O O
"Parliament passed the first five double-taxation agreements , including that with the US , in March 2010 .",B-org O O O O O O O O O O O B-org O O B-tim I-tim O
The agreement with the US awaits US Senate approval .,O O O O B-org O B-org I-org O O
"In 2009 , Swiss financial regulators ordered the country 's largest bank to reveal at Washington 's behest the names of US account-holders suspected of using the bank to commit tax fraud .",O B-tim O B-gpe O O O O O O O O O O O B-geo O O O O O B-org O O O O O O O O O O O
At least one strong aftershock with a 5.2 magnitude struck about 30 minutes later .,O O O O O O O O O O O B-tim O O O
These steps will have a lasting impact on Switzerland 's long history of bank secrecy .,O O O O O O O O B-geo O O O O O O O
The French annexed various Polynesian island groups during the 19th century .,O B-gpe O O O O O O O B-tim I-tim O
"In September 1995 , France stirred up widespread protests by resuming nuclear testing on the Mururoa atoll after a three-year moratorium .",O B-tim I-tim O B-geo O O O O O O O O O O B-geo O O O B-tim I-tim O
The tests were suspended in January 1996 .,O O O O O B-tim I-tim O
"In recent years , French Polynesia 's autonomy has been considerably expanded .",O B-tim O O B-org I-org O O O O O O O
"Landlocked Paraguay has a market economy distinguished by a large informal sector , featuring re-export of imported consumer goods to neighboring countries , as well as the activities of thousands of microenterprises and urban street vendors .",O B-org O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"A large percentage of the population , especially in rural areas , derives its living from agricultural activity , often on a subsistence basis .",O O O O O O O O O O O O O O O O O O O O O O O O O
"Because of the importance of the informal sector , accurate economic measures are difficult to obtain .",O O O O O O O O O O O O O O O O O
"On a per capita basis , real income has stagnated at 1980 levels .",O O O O O O O O O O O B-tim O O
The economy grew rapidly between 2003 and 2008 as growing world demand for commodities combined with high prices and favorable weather to support Paraguay 's commodity-based export expansion .,O O O O B-tim I-tim I-tim I-tim O O O O O O O O O O O O O O O B-org O O O O O
There were no early reports about damage or injuries .,O O O O O O O O O O
Paraguay is the sixth largest soy producer in the world .,B-org O O O O O O O O O O
"Drought hit in 2008 , reducing agricultural exports and slowing the economy even before the onset of the global recession .",B-per O O B-tim O O O O O O O O O O O O O O O O O
"The economy fell 3.8 % in 2009 , as lower world demand and commodity prices caused exports to contract .",O O O O O O B-tim O O O O O O O O O O O O O
The government reacted by introducing fiscal and monetary stimulus packages .,O O O O O O O O O O O
"Growth resumed at a 14.5 % level in 2010 , the highest in South America .",O O O O O O O O B-tim O O O O B-geo I-geo O
"Political uncertainty , corruption , limited progress on structural reform , and deficient infrastructure are the main obstacles to growth .",O O O O O O O O O O O O O O O O O O O O O
"A SHIPWRECKED MAN , having been cast upon a certain shore , slept after his buffetings with the deep .",O O O O O O O O O O O O O O O O O O O O
"After a while he awoke , and looking upon the Sea , loaded it with reproaches .",O O O O O O O O O O O O O O O O O
"He argued that it enticed men with the calmness of its looks , but when it had induced them to plow its waters , it grew rough and destroyed them .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The Sea , assuming the form of a woman , replied to him : "" Blame not me , my good sir , but the winds , for I am by my own nature as calm and firm even as this earth ; but the winds suddenly falling on me create these waves , and lash me into fury . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo O O O O O O O O O O O O O O O O O O O
"A massive 7.9 quake hit Sichuan province in 2008 , killing close to 90,000 people .",O O O O O B-geo O O B-tim O O O O O O O
I 'm sorry but my answering machine is out of order .,O O O O O O O O O O O O
I am leaving a broken CD player in its place .,O O O O O O O O O O O
It ca n't take messages either .,O O O O O O O
"In fact , it ca n't even play you a nice tune while you wait to not leave a message .",O O O O O O O O O O O O O O O O O O O O O
"Global oil prices fell Monday as investors apparently interpreted the bankruptcy of a major U.S. investment bank as a signal that the global economy could slow down , cutting demand for oil .",O O O O B-tim O O O O O O O O O B-geo O O O O O O O O O O O O O O O O O O
Prices were also pushed down by reports that Hurricane Ike did only limited damage to key U.S. oil producing and refining facilities .,O O O O O O O O O B-per O O O O O O B-geo O O O O O O
"In electronic trading in New York , the price of oil for future delivery was down more than $ 7 , putting the price of a barrel of oil at $ 94.13 .",O O O O B-geo I-geo O O O O O O O O O O O O O O O O O O O O O O O O O O O
"That is the lowest price since February , and a drop of one-third since the record-high recorded in July .",O O O O O O B-tim O O O O O O O O O O O B-tim O
"Another benchmark oil price , Brent crude , fell even lower .",O O O O O B-per O O O O O O
Palestinian protests erupted in east Jerusalem on Tuesday after Israeli forces demolished a home in the Arab neighborhood of Issawiya .,B-gpe O O O B-geo I-geo O B-tim O B-gpe O O O O O B-geo B-gpe B-geo I-geo I-geo O
Officials at the United States Embassy in Nepal say they are alarmed by the possibility of an alliance between Maoist rebels and political parties in the Himalayan kingdom .,O O O B-geo I-geo I-geo O B-gpe O O O O O O O O O O O B-geo O O O O O O B-geo O O
Israeli police report an angry crowd of protesters threw rocks and set several cars on fire before forces broke up the demonstration .,B-gpe O O O O O O O O O O O O O O O O O O O O O O
Israeli authorities say a home and a small room housing a printing press next door were demolished because they were built illegally .,B-gpe O O O O O O O O O O O O O O O O O O O O O O
"Also on Tuesday , five Palestinians were injured by Israeli gunfire while looking for construction material in rubble near Gaza 's northern border with Israel .",O O B-tim O O B-gpe O O O B-gpe O O O O O O O O O B-geo O O O O B-geo O
The Israeli military said it had opened fire on three Palestinians approaching the border fence after they failed to respond to warning shots .,O B-gpe O O O O O O O O B-gpe O O O O O O O O O O O O O
NEW : Follow our Middle East stories on Twitter and discuss them on our Facebook page .,O O O O B-geo I-geo O O B-art O O O O O B-art O O
Afghan security forces have seized more than 15 tons of illegal drugs in a series of operations across the country .,B-gpe O O O O O O O O O O O O O O O O O O O O
"The nation 's top drug enforcement official , Lieutenant General Mohammed Daoud Daoud said Saturday the seizures over the past 10 days included one ton of heroin .",O O O O O O O O O B-per I-per I-per I-per O B-tim O O O O B-tim I-tim O O O O O O O
He also is quoted by the French news agency as saying that more than a dozen men were arrested .,O O O O O O B-gpe O O O O O O O O O O O O O
Daoud said the government is seeking to increase efforts to block cultivation of poppy and other drugs .,B-per O O O O O O O O O O O O O O O O O
The United Nations has reported that opium production is up 60 percent this year in Afghanistan .,O B-org I-org O O O O O O O O O O O O B-geo O
An official statement released by the Embassy says the United States supports the restoration of democracy in Nepal as well as the prevention of a Maoist takeover .,O O O O O O B-org O O B-geo I-geo O O O O O O B-gpe O O O O O O O B-geo O O
The world body says much of the proceeds of the illegal drug trade are funding insurgent activities and fueling political corruption .,O O O O O O O O O O O O O O O O O O O O O O
Afghan President Hamid Karzai has warned a booming trade in opium and heroin threatens the existence of Afghanistan as a nation-state .,B-gpe B-per I-per I-per O O O O O O O O O O O O O B-geo O O B-tim O
"In an interview with the Associated Press Sunday , the Afghan leader called drugs a bigger threat than terrorism .",O O O O O B-org I-org B-tim O O B-gpe O O O O O O O O O
He said foreign crime groups and terrorists are forcing farmers to grow poppies .,O O O O O O O O O O O O O O
"He said drugs are criminalizing the economy , tainting the country 's image and hindering the development of strong government institutions .",O O O O O O O O O O O O O O O O O O O O O O
"During the interview , Mr. Karzai also invited Taleban leader Mullah Omar to contact his government and seek reconciliation .",O O O O B-per I-per O O B-org O B-per I-per O O O O O O O O
But he expressed doubts that the fugitive leader would come out of hiding .,O O O O O O O O O O O O O O
The Afghan leader also said that NATO-led troops taking over security in southern part of the country must not use aggressive tactics without government permission .,O B-gpe O O O O O O O O O O O O O O O O O O O O O O O O
Europe 's top human rights watchdog has expanded its probe into the alleged secret international prison network run by the U.S. Central Intelligence Agency .,B-geo O O O O O O O O O O O O O O O O O O O B-org I-org I-org I-org O
The Council of Europe said it is investigating whether European airports were used by CIA aircraft transporting prisoners to secret detention centers .,O B-org I-org B-geo O O O O O O O O O O B-org O O O O O O O O
Nepal 's seven major political parties recently offered to talk to the Maoists about forming a broad front opposed to King Gyanendra on the condition that the rebels end violent attacks aimed at civilians .,B-gpe O O O O O O O O O O O B-geo O O O O O O O B-org I-org O O O O O O O O O O O O O
The Council is already investigating the existence of alleged CIA prisons in European nations .,O B-org O O O O O O O B-org O O O O O
"Separately , Austria Wednesday said an aircraft suspected of transporting CIA terrorist captives flew though its airspace in 2003 .",O O B-geo B-tim O O O O O O B-org O O O O O O O B-tim O
"Austria 's Air Force Chief Major General Erich Wolf told Austrian radio that military jets scrambled to intercept the plane that took off from Germany but found nothing wrong and allowed it to proceed to Baku , Azerbaijan .",B-geo O B-geo I-geo O O B-per I-per I-per O B-gpe O O O O O O O O O O O O O B-geo O O O O O O O O O O B-geo O B-gpe O
"Press reports say the CIA has been holding and interrogating terrorist suspects at secret detention facilities in several countries abroad , circumventing U.S. laws protecting prisoners .",O O O O B-org O O O O O O O O O O O O O O O O O B-geo O O O O
U.S authorities have refused either to confirm or deny the reports .,O O O O O O O O O O O O
UN Secretary-General Kofi Annan,B-org B-per I-per I-per
"United Nations Secretary-General Kofi Annan is leaving Tuesday for Africa , where he will co-chair a conference designed to raise support for the African Union mission in Sudan 's western Darfur region .",B-org I-org B-per I-per I-per O O B-tim O B-geo O O O O O O O O O O O O O B-org I-org O O B-geo O O B-geo O O
The secretary-general spoke about his trip with reporters Monday at U.N. headquarters in New York .,O O O O O O O O B-tim O B-org O O B-geo I-geo O
"He said he will co-chair the donor 's meeting Thursday in Addis Ababa , Ethiopia , where the A.U. has its headquarters .",O O O O O O O O O B-tim O B-geo I-geo O B-geo O O O B-org O O O O
"Mr. Annan said there are plans to expand the AU peacekeeping force in Darfur from the current 2,000 troops to 8,000 .",B-per I-per O O O O O O O B-org O O O B-geo O O O O O O O O
"The king assumed emergency powers earlier this year and ousted the kingdom 's four-party government for failing to make progress in the battle against the rebels , who have been fighting since 1996 to overthrow the monarchy .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-tim O O O O O
But he said the AU is about $ 350 million short for the project .,O O O O B-org O O O O O O O O O O
"The secretary-general will also be traveling to the Darfur region himself and to Sudan 's southern town of Rumbek , where he will examine the peace process .",O O O O O O O O B-geo O O O O B-geo O O O O B-geo O O O O O O O O O
"The murder trial of Phil Spector was halted April 30 , when one of the defense attorneys sought medical attention .",O O O O B-geo I-geo O O B-tim I-tim O O O O O O O O O O O
"Superior Court Judge Larry Paul Fidler did not provide a reason why Bruce Cutler consulted a physician , but told jurors that court would reconvene May 2 .",O B-org I-org B-per I-per I-per O O O O O O B-per I-per O O O O O O O O O O O B-tim I-tim O
"Spector , 67 , famous for his "" Wall of Sound "" production technique , is accused of fatally shooting actress Lana Clarkson in February , 2003 .",B-geo O O O O O O O O O O O O O O O O O O O O B-per I-per O B-tim I-tim I-tim O
"He met Clarkson at the House Of Blues in Hollywood , where she was a hostess .",O O B-per O O B-org O B-org O B-geo O O O O O O O
"Prosecutors allege Spector did not mean to murder the 40-year-old actress , but caused her death through reckless behavior .",O O B-per O O O O O O O O O O O O O O O O O
The Indonesian health ministry says bird flu is suspected in the recent deaths of a man and his two daughters near Jakarta .,O B-gpe O O O O O O O O O O O O O O O O O O O B-geo O
The victims would be Indonesia 's first human fatalities linked to avian influenza .,O O O O B-geo O O O O O O O O O
"Health Minister Siti Fadillah Supari says there is no evidence the man and his daughters had contact with sickened poultry , which raises the probability of human-to-human transmission of bird flu .",O B-per O B-per I-per O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Kyrgyzstan 's Justice Ministry says four people , including parliament member Tynychbek Akmatbayev , have been killed at a prison near Bishkek after inmates took them hostage .",B-gpe O B-org I-org O O O O O O O B-per I-per O O O O O O O O B-geo O O O O O O
Some economists say cyclone damage to Burma 's key rice-growing areas might cut supplies of the key food and lead to a further increase in global rice prices .,O O O O O O B-geo O O O O O O O O O O O O O O O O O O O O O O
"Hundreds of millions of birds have died or been culled across Asia during the past two years due to the deadly virus which has jumped to humans , killing people in Vietnam , Cambodia and Thailand .",O O O O O O O O O O O B-geo O O B-tim I-tim O O O O O O O O O O O O O O O B-geo O B-geo O B-geo O
"World health officials have long feared the virus might change into a form easily transferable among people , triggering a deadly global pandemic .",O O O O O O O O O O O O O O O O O O O O O O O O
"Russian authorities say power has been fully restored to the Moscow region Thursday , a day after a massive blackout knocked out electricity to large parts of the Russian capital .",B-gpe O O O O O O O O O B-geo O B-tim O O O O O O O O O O O O O O O B-gpe O O
"The blackout Wednesday left thousands of people stranded on subways , shut down the stock market , and forced hospitals to switch to emergency power .",O O B-tim O O O O O O O O O O O O O O O O O O O O O O O
Energy Minister Viktor Khristenko blamed the power outage on a fire and explosion at an energy substation .,O O B-per I-per O O O O O O O O O O O O O O
President Vladimir Putin has accused the state-run power company ( Unified Energy Systems ) of negligence .,B-per I-per I-per O O O O O O O B-org I-org I-org O O O O
"Meanwhile , prosecutors have opened a criminal case over the power outage , and say they plan to question the chairman of the power company , Anatoly Chubais , who is also one of Mr. Putin 's top political rivals .",O O O O O O O O O O O O O O O O O O O O O O O O O O B-per I-per O O O O O O B-per I-per O O O O O
"The outage extended as far south as the Tula region , about 200 kilometers south of Moscow .",O O O O O O O O B-geo O O O O O O O B-geo O
Nigerian military officials say four soldiers and a policeman were killed in a fierce gun battle Wednesday with militants in the oil-rich Niger Delta .,B-gpe O O O O O O O O O O O O O O O B-tim O O O O B-org B-gpe B-org O
"A Navy spokesman said Thursday that the militants were trying to capture a fuel tanker on the Escravos River , but were repelled .",O B-org O O B-tim O O O O O O O O O O O O B-org I-org O O O O O
"Burma , also known as Myanmar , was expected to export about 4,00,000 metric tons of rice this year .",B-geo O O O O B-geo O O O O O O O O O O O O O O
Officials say three militants were killed .,O O O O O O O
"The militant group , the Movement for the Emancipation of the Niger Delta , says at least seven soldiers were killed during the gun battle .",O O O O O O O O O O O B-gpe B-org O O O O O O O O O O O O O
They also say that army gunboats attacked them first .,O O O O O O O O O O
"The militants kidnapped nine foreign oil workers last month , but have freed six of them .",O O O O O O O O O O O O O O O O O
They say they will not release the other three until the people of the Delta region receive a greater share of oil revenues .,O O O O O O O O O O O O O O B-org O O O O O O O O O
"Nigeria is Africa 's biggest oil exporter , but recent violence has forced an estimated 20 percent cut in the country 's output .",B-geo O B-geo O O O O O O O O O O O O O O O O O O O O O
A top official at the International Monetary Fund ( IMF ) says wealthy countries will need to start cutting spending and deal with huge national debts next year .,O O O O O B-org I-org I-org O B-org O O O O O O O O O O O O O O O O O O O
"John Lipsky , the first deputy managing director of the IMF , said in a speech in China Sunday that stimulus spending remains appropriate in 2010 to push the global economic recovery .",B-per I-per O O O O O O O O B-org O O O O O O B-geo B-tim O O O O O O B-tim O O O O O O O
"But he says wealthy nations must cut spending , increase taxes and reform pensions and health entitlements to reduce debt in 2011 .",O O O O O O O O O O O O O O O O O O O O O B-tim O
"Lipsky says cutting stimulus measures put in place during the economic crisis will not be enough , because the stimulus programs account for only about one percent of rich countries ' gross domestic products .",B-per O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The President of the Thai Rice Exporters Association , Chookiat Ophaswongse , says in a story by the Bloomberg financial news service that , Burma may now have to import rice instead .",O B-per O O B-gpe B-per B-org I-org O B-org I-org O O O O O O O B-org O O O O O B-geo O O O O O O O O
"He estimated that government debt will be higher than annual GDP in most advanced economies by 2014 , the highest debt-to-GDP ratio since the years after World War II .",O O O O O O O O O O O O O O O O B-tim O O O O O B-tim O O O B-tim I-tim B-eve O
South African Wesley Moodie has reached the second round of the Legg Mason Tennis Classic in Washington .,B-org I-org I-org I-org O O O O O O O B-org I-org I-org I-org O B-geo O
"Moodie , ranked 86th in the world , needed four match points Monday to beat American Sam Querrey , 02-Jun , 07-Jun , 07-Jun .",B-org O O B-tim O O O O O O O O B-tim O O B-gpe B-per I-per O O O O O O O
Moodie never managed a service break while Querrey fired 19 aces .,B-org O O O O O O B-per O O O O
But Moodie won 10-percent more of his first-serve points to claim just his fifth win this year .,O B-org O O O O O O O O O O O O O O O O
Moodie next faces French sixth-seed Sebastien Grosjean .,B-org O O B-gpe O B-per I-per O
"Kenneth Carlsen of Denmark advanced past Danai Udomchoke , 06-Jan , 06-Feb .",B-per I-per O B-geo O O B-per I-per O B-geo O B-geo O
"Carlsen will face another Thai opponent , 43rd-ranked Paradorn Srichaphan , in the second round .",B-per O O O B-gpe O O O B-per I-per O O O O O O
"American Kevin Kim ousted compatriot Scott Oudsema , 06-Jan , 06-Mar .",B-org B-per I-per O O B-per I-per O B-geo O B-geo O
"Kim next plays top-seeded American James Blake , who was the runner-up last year to compatriot Andy Roddick .",B-per O O O B-org B-per I-per O O O O B-tim O O O O B-per I-per O
Rice is the staple food for about half of the world 's population and its prices hit record highs in late April after some other rice-producing nations put restrictions on some exports .,O O O O O O O O O O O O O O O O O O O O O B-tim O O O O O O O O O O O
Haitian and U.N. officials are appealing for calm following protests by Haitians who have demanded that front-runner Rene Preval be declared the winner of last week 's presidential election .,B-gpe O B-org O O O O O O O O B-gpe O O O O O B-per I-per O O O O O O O O O O O
Preval is expected to address Haiti 's citizens later Tuesday in Port-au-Prince .,B-per O O O O B-geo O O B-tim I-tim O B-geo O
"On Monday , protesters set up roadblocks , burned tires and stormed a hotel in Port-au-Prince .",O B-tim O O O O O O O O O O O O O B-geo O
At least one man was killed in the violence .,O O O O O O O O O O
"With 90 percent of votes counted , former President Preval has nearly 49 percent of the vote .",O O O O O O O O B-per I-per O O O O O O O O
He needs to exceed 50 percent to win outright and avoid a runoff election .,O O O O O O O O O O O O O O O
"Another former president , Leslie Manigat , is second with about 12 percent .",O O O O B-per I-per O O O O O O O O
A State Department spokesman Monday said Secretary of State Condoleezza Rice and U.N. Secretary-General Kofi Annan Monday have discussed the importance of Haitian citizens respecting the election process .,O B-org I-org O B-tim O O O B-org B-per I-per O B-org I-org B-per I-per B-tim O O O O O B-gpe O O O O O O
Saudi Arabia and most Gulf Arab states have announced they will celebrate the Muslim holiday of Eid al-Fitr on Friday to mark the end of the holy fasting month of Ramadan .,B-per I-per O O B-geo I-geo O O O O O O O B-org I-org I-org I-org I-org O B-tim O O O B-tim I-tim O B-tim I-tim O B-tim I-tim O
"Religious councils in Saudi Arabia , the United Arab Emirates , Kuwait and other Arab states said the moon 's crescent was not sighted after nightfall Wednesday , meaning there will be one more day of fasting before the holy month comes to an end .",O O O B-per I-per O O B-org I-org I-org O B-org O O B-gpe O O O O O O O O O O B-tim I-tim O O O O O B-tim I-tim I-tim I-tim I-tim I-tim O B-tim O O O O B-tim O
"While in Pakistan , President Bush tried to learn the game of cricket and how it differs from baseball .",O O B-geo O B-per I-per O O O O O O O O O O O O O O
Muslims scan the sky at night in search of the new moon to proclaim the start of the month in Islam 's lunar calendar .,O O O O O B-tim O O O O O O O O O O B-tim O O O B-geo O O O O
"Like most major Islamic events , the start of the Eid festival depends on a lunar sighting .",O O O O O O O O O O B-org O O O O O O O
The timing of Eid can vary in different countries accordingly .,O O O B-org O O O O O O O
"Eid al-Fitr celebrates the purification achieved by a month of sunrise-to-sunset fasting , one of the five pillars of Islam , and is marked by several days of festivities .",B-org I-org O O O O O O O O O O O O O O O O O B-geo O O O O O B-tim O B-tim I-tim O
"Calling the press an "" agent of change , "" United Nations Secretary-General Kofi Annan marked the thirteenth annual World Press Freedom Day by declaring his support of the universal right to freedom of expression .",O O O O O O O O O O B-org I-org I-org B-per I-per O O O O O O O B-tim O O O O O O O O O O O O O
"According to the international group Committee to Protect Journalists , press freedom in Africa has deteriorated in the past year .",O O O O B-org I-org O B-org I-org O O O O B-geo O O O O B-tim O O
"The group 's Africa Coordinator , Julia Crawford , says Eritrea and Equatorial Guinea are among the top 10 countries in the world that censor their journalists the most .",O O O B-geo I-geo O B-per I-per O O B-org I-org I-org I-org O O O O O O O O O O O O O O O O
But she also criticized Ethiopia for the recent jailings of reporters .,O O O O B-geo O O O O O O O
"Crawford says there are some countries , like Liberia , where press freedom is more hopeful .",B-per O O O O O O O B-geo O O O O O O O O
She notes that freedom of the press is an essential foundation for democracy .,O O O O O O O O O O O O O O
"Mr. Bush bowled and batted several times on a small cricket pitch set up on the grounds of the U.S. embassy , as students from the Islamabad College for Boys looked on and encouraged him .",B-per I-per O O O O O O O O O O O O O O O O O B-geo O O O O O O B-org I-org I-org I-org O O O O O O
"The Committee to Protect Journalists says 47 journalists were killed around the world in 2005 , and 11 have lost their lives so far this year .",O B-org O B-org I-org O O O O O O O O O B-tim O O O O O O O O O O O O
"A new survey says more Afghans think their country is heading in the right direction , even though many believe it is still plagued by a lack of security .",O O O O O B-gpe O O O O O O O O O O O O O O O O O O O O O O O O
"In a poll released Tuesday by the Asia Foundation , 47 percent of those surveyed said Afghanistan is on the right track .",O O O O B-tim O O B-geo I-geo O O O O O O O B-geo O O O O O O
That is up from 42 percent in 2009 .,O O O O O O O B-tim O
"A lack of security was listed as the nation 's top problem , followed by unemployment and corruption .",O O O O O O O O O O O O O O O O O O O
This year 's survey showed a large jump in the number of Afghans who say they support efforts to negotiate with armed groups .,O O O O O O O O O O O O B-gpe O O O O O O O O O O O
"More than 83 percent of those surveyed said they back talks with insurgents , up from 71 percent in 2009 .",O O O O O O O O O O O O O O O O O O O B-tim O
"The Asia Foundation surveyed more than 6,400 Afghan adults in June and July .",O B-geo I-geo O O O O B-gpe O O B-tim I-tim I-tim O
French counter-terrorism units have detained at least 10 people suspected of recruiting religious extremists and sending them as fighters in the insurgency in Iraq .,B-gpe O O O O O O O O O O O O O O O O O O O O O O B-geo O
French authorities say four of the suspects were arrested Wednesday .,B-gpe O O O O O O O O B-tim O
"He got a quick lesson on how to hold the bat from the chairman of the Pakistan Cricket Board , Shaharyar Khan .",O O O O O O O O O O O O O O O O B-org I-org I-org O B-per I-per O
They are being held with at least six others detained Monday .,O O O O O O O O O O B-tim O
Authorities launched an investigation last year to determine if extremists are running a network in France recruiting Islamic militants to fight U.S. forces in Iraq .,O O O O O O O O O O O O O O O B-geo O B-geo O O O B-geo O O B-geo O
French officials began the investigation last September after the deaths of a number of French Muslims there .,B-gpe O O O O O B-tim O O O O O O O B-gpe O O O
"The French news agency , AFP , says intelligence agents believe between 15 and 30 French nationals are combatants who have joined insurgents in Iraq .",O B-gpe O O O B-org O O O O O O O O O B-gpe O O O O O O O O B-geo O
Four have been killed in clashes with U.S. forces .,O O O O O O O B-geo O O
Former U.S. House Majority Leader Tom DeLay has successfully petitioned to remove the judge set to preside over the politician 's campaign-finance trial .,O B-org I-org B-per I-per I-per I-per O O O O O O O O O O O O O O O O O
"In a Texas courtroom Tuesday , a retired district judge , C.W. Duncan , hearing the petition ruled in favor of the embattled Republican lawmaker .",O O B-org O B-tim O O O O O O B-per I-per O O O O O O O O O O B-org O O
"Last week , Mr. DeLay 's lawyer filed a motion asking that the trial 's judge , Bob Perkins , be replaced because he has contributed to MoveOn.org , a political action group that has been critical of Mr. DeLay and supports Democratic Party candidates and issues .",O O O B-per I-per O O O O O O O O O O O O B-per I-per O O O O O O O O B-art O O O O O O O O O O B-per I-per O O B-geo I-geo O O O O
Mr. DeLay and two associates are accused of illegally funneling corporate donations to candidates .,B-per I-per O O O O O O O O O O O O O
All three have denied any wrongdoing .,O O O O O O O
"Khan also explained to the former owner of a Texas baseball team how cricket , the popular sport of the old British empire , differs from baseball .",B-per O O O O O O O O B-org O O O O O O O O O O O B-gpe O O O O O O
"Mr. DeLay was forced to step down from the majority leader 's post under House rules , but retains his congressional seat .",B-per I-per O O O O O O O O O O O O B-org O O O O O O O O
Iraqi officials say a car bomb in central Baghdad has killed at least 14 people and wounded at least 64 others .,B-gpe O O O O O O O B-geo O O O O O O O O O O O O O
They say a woman and a child are among the dead from Friday 's blast in a crowded market .,O O O O O O O O O O O O B-tim O O O O O O O
"In other developments , the U.S. military says coalition forces killed five militants and detained 14 suspects during operations against al-Qaida in Iraq .",O O O O O B-geo O O O O O O O O O O O O O O B-org O B-geo O
Officials say the raid in Muqdadiyah targeted individuals associated with a network involved in numerous engagements with coalition forces .,O O O O O B-geo O O O O O O O O O O O O O O
"The military says coalition forces also conducted operations near Salman Pak , Samarra and Baghdad .",O O O O O O O O O B-per I-per O B-geo O B-geo O
Chilean authorities have arrested the wife and four children of former dictator Augusto Pinochet on tax evasion charges .,B-gpe O O O O O O O O O O O B-per I-per O O O O O
A judge ordered the arrest of Lucia Hiriart and her children Monday as part of an investigation into millions of dollars kept in bank accounts abroad .,O O O O O O B-geo I-geo O O O B-tim O O O O O O O O O O O O O O O
General Pinochet has been indicted for tax fraud for allegedly hiding $ 27 million in foreign bank accounts .,B-per I-per O O O O O O O O O O O O O O O O O
"Pinochet also faces human rights charges related to "" Operation Colombo "" , in which some 119 political opponents disappeared during the former dictator 's rule in the mid-1970s .",B-per O O O O O O O O O B-per I-per O O O O O O O O O O O O O O O O O O
Pakistani cricket team captain Inzamam-ul-Haq and famous batsman Salman Butt were also on hand to share their expertise with Mr. Bush .,B-gpe O O O O O O O B-per I-per O O O O O O O O O B-per I-per O
"His lawyers say he is not healthy enough to stand trial , but court-ordered doctors say he is fit enough to do so .",O O O O O O O O O O O O O O O O O O O O O O O O
"More than two million Muslim pilgrims on the ritual journey known as Hajj are Saturday performing a ritual stoning ceremony in Mina , Saudi Arabia .",O O O O O O O O O O O O O O B-tim O O O O O O B-geo O B-geo I-geo O
"Millions of people crowded into the holy site to throw small stones at walls called jamarat , as part of a ritual representing the symbolic stoning of the devil .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
More than 360 worshippers died in a stampede during the stoning ritual a year ago .,O O O O O O O O O O O O O O O O
Saudi authorities have spent more than $ 1 billion renovating the site to make it safe .,O O O O O O O O O O O O O O O O O
The Hajj began Thursday under heavy security .,O O O B-tim O O O O
The grueling ritual is a duty for every able-bodied Muslim who can afford to make the trip .,O O O O O O O O O O O O O O O O O O
